reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
14351,"two agents",signaldrift,audraglint,2010,2010,electronic,6.5,0
14352,"goodbye, killer","pernice brothers",ashmont,2010,2010,rock,5.8,0
14353,"life magazine remixes ep","cold cave",matador,2010,2010,electronic/rock,7.3,0
14354,"allo darlin'","allo darlin'","fortuna pop!",2010,2010,rock,7.9,0
14355,"american slang","the gaslight anthem",sideonedummy,2010,2010,rock,7.3,0
14356,"el che",rhymefest,allido,2010,2010,rap,6.9,0
14357,"peoples potential family album","various artists","peoples potential unlimited",2010,2010,,8.0,1
14358,"cocainism, vol. 2",raekwon,"ice h2o",2010,2010,rap,7.6,0
14359,further,"the chemical brothers","freestyle dust/virgin",2010,2010,electronic,8.0,0
14360,"against love","windsor for the derby","secretly canadian",2010,2010,rock,6.9,0
14361,"sinister devices",viernes,kanine,2010,2010,electronic,7.6,0
14362,"false lights from the land ep","richard hawley",mute,2010,2010,rock,7.5,0
14363,chicago,efdemin,dial,2010,2010,electronic,6.5,0
14364,"piratas de sudamrica, vol. 1","el guincho","young turks",2010,2010,electronic,7.7,0
14365,"bang goes the knighthood","the divine comedy","divine comedy",2010,2010,pop/r&b,7.6,0
14366,mare,"julian lynch","olde english spelling bee",2010,2010,rock,8.5,1
14367,"thank me later",drake,"cash money/universal motown/young money entertainment",2010,2010,rap,8.4,0
14368,"oh ep",oval,"thrill jockey",2010,2010,electronic/experimental,6.7,0
14369,"something for everybody",devo,"warner bros.",2010,2010,rock,6.6,0
14370,"about to choke [reissue]","vic chesnutt",capitol/plain,2010,2010,rock,7.5,0
14371,"earth vs. the pipettes","the pipettes","fortuna pop!",2010,2010,pop/r&b,3.2,0
14372,"ramadanman ep",ramadanman,hessle,2010,2010,electronic,7.9,0
14373,"magic bullets","magic bullets","mon amie",2010,2010,pop/r&b,7.2,0
14375,splazsh,actress,"honest jon's",2010,2010,electronic/rock,8.3,0
14376,"shut up, dude","das racist",greedhead/mishka,2010,2010,rap,7.8,0
14377,dj-kicks,kode9,!k7,2010,2010,electronic,7.3,0
14378,"reservoir songs ii ep","crooked fingers","foreign leisure",2010,2010,rock,6.8,0
14379,"go! common classics",common,geffen,2010,2010,rap,4.5,0
14380,recovery,eminem,aftermath/interscope/shady,2010,2010,rap,2.8,0
14381,"the boxer",kele,glassnote/polydor/wichita,2010,2010,electronic/rock,5.1,0
14382,"southern gothic","the constellations",virgin,2010,2010,rock,4.4,0
14383,"night light","au revoir simone","moshi moshi",2010,2010,electronic/rock,4.0,0
14384,"martian's bloom",linfinity,"american myth",2010,2010,rock,7.1,0
14385,"swung from the branches","foxes in fiction","",2010,2010,pop/r&b,7.3,0
14386,"how i got over","the roots","def jam",2010,2010,rap,8.1,0
14387,"we are all one, in the sun: a tribute to robbie basho","various artists",important,2010,2010,,7.9,0
14388,cosmology,"rolo tomassi",hassle,2010,2010,metal/pop/r&b,6.1,0
14389,"perch patchwork","maps & atlases",barsuk,2010,2010,rock,7.4,0
14390,"jazeera nights: folk and pop sounds of syria","omar souleyman","sublime frequencies",2010,2010,global,7.8,0
14391,"star tiger star ariel",delays,"lookout mountain",2010,2010,rock,5.7,0
14392,"time flies",oasis,"big brother",2010,2010,rock,6.0,0
14393,outlaster,"nina nastasia","fat cat",2010,2010,rock,8.1,0
14394,"interpretations: the british rock songbook","bettye lavette",anti-,2010,2010,folk/country/jazz/pop/r&b,7.3,0
14395,"listen for the clues","trumpeter swan",self-released,2010,2010,pop/r&b,5.8,0
14396,"addicts: black meddle, part ii",nachtmystium,"century media",2010,2010,metal/rock,8.2,0
14397,"dagger paths","forest swords","olde english spelling bee",2010,2010,rock,7.9,0
14398,"expo 86","wolf parade","sub pop",2010,2010,rock,7.5,0
14399,o.m.g.!,rusko,"mad decent",2010,2010,electronic,6.7,0
14400,bonjour,"rachid taha","knitting factory",2010,2009,global,7.5,0
14401,"dansette dansette","tender trap",slumberland,2010,2010,rock,7.1,0
14402,"get him to the greek ost","infant sorrow","universal republic",2010,2010,rock,5.5,0
14403,fever,"sleepy sun",atp,2010,2010,rock,6.1,0
14404,"night work","scissor sisters",polydor,2010,2010,electronic/pop/r&b,7.6,0
14405,"en fin tid",diskjokke,"smalltown supersound",2010,2010,pop/r&b,7.2,0
14406,catoptric,"psychic ills","social registry",2010,2010,experimental/rock,5.8,0
14407,"white magic",ceo,"modular/sincerely yours",2010,2010,pop/r&b,8.5,1
14408,"mystery tape ep",woodsman,lefse,2010,2010,experimental/rock,7.7,0
14409,"mr. zone 6","gucci mane",self-released,2010,2010,rap,8.3,0
14410,"the story of an artist","daniel johnston",munster,2010,2010,experimental/rock,6.1,0
14411,"fabric 52",optimo,fabric,2010,2010,electronic,7.5,0
14412,"crooks & lovers","mount kimbie",hotflush,2010,2010,electronic/rock,8.0,0
14413,"square shells ep","kurt vile",matador,2010,2010,rock,7.6,0
14414,"can't see my own face - the eternal love 2","how to dress well",self-released,2010,2010,electronic/pop/r&b,8.0,0
14415,"king of the beach",wavves,"fat possum",2010,2010,rock,8.4,1
14416,privilege,glitterbug,c.sides,2010,2010,electronic,6.7,0
14417,fantision,"dino felipe",schematic,2010,2010,electronic,7.9,0
14418,"base world, pt. 1","lil b",self-released,2010,2010,rap,7.0,0
14419,"roachy balboa","roach gigz","thizz city",2010,2010,rap,7.7,0
14420,"art school girls",ninjasonik,"green owl",2010,2010,rap/rock,1.9,0
14421,"ragged and right","jack rose, d. charles speer and the helix","thrill jockey",2010,2010,experimental/folk/country,7.2,0
14422,"they'll only miss you when you leave: songs 1996 - 2003","carissa's wierd","hardly art",2010,2010,rock,7.4,0
14423,"palenque palenque: champeta criolla & afro roots in colombia 1975-91","various artists",soundway,2010,2010,,8.2,0
14424,"sir lucious left foot: the son of chico dusty","big boi","def jam",2010,2010,rap,9.2,1
14425,"immer 3","michael mayer",kompakt,2010,2010,electronic,7.8,0
14426,"part ii: the new december","fol chen","asthmatic kitty",2010,2010,pop/r&b,6.7,0
14427,"rural route no. 2","kyle bobby dunn","standard form",2010,2010,rock,7.7,0
14428,"la vampires meets zola jesus ep","zola jesus, la vampires","not not fun",2010,2010,electronic/rock,6.6,0
14429,"treasure state","matmos, so percussion",cantaloupe,2010,2010,experimental,7.6,0
14430,"admiral fell promises","sun kil moon","caldo verde",2010,2010,folk/country,7.0,0
14431,"fuck winter","various artists","scotch tapes",2010,2010,,7.5,0
14432,"touched ep",blondes,merok,2010,2010,electronic,7.2,0
14433,cerulean,baths,anticon,2010,2010,electronic/rock,8.2,0
14434,"/ \ / \ / \ y / \",m.i.a.,interscope/n.e.e.t.,2010,2010,global/pop/r&b,4.4,0
14435,"taste the sin","black tusk",relapse,2010,2010,metal,7.6,0
14436,"mount wittenberg orca","bjrk, dirty projectors",self-released,2010,2010,electronic/pop/r&b/rock,7.7,0
14437,wildwood,"chatham county line","yep roc",2010,2010,folk/country,7.2,0
14438,"chapter ahead being fake ep","boris, torche","hydra head",2010,2010,metal/rock,6.0,0
14439,"flesh tone",kelis,interscope,2010,2010,rap,7.2,0
14440,"new sounds","bob desper","bob desper music/discourage records",2010,2010,,7.8,0
14441,"i mean to live here still","david karsten daniels, fight the big bull","fat cat",2010,2010,folk/country/jazz,7.5,0
14442,serotonin,"mystery jets","rough trade",2010,2010,electronic/rock,6.8,0
14443,spirituals,spirituals,waaga,2010,2010,electronic/jazz,7.6,0
14444,funstyle,"liz phair",self-released,2010,2010,rock,2.6,0
14445,obadiah,"frazey ford",nettwerk,2010,2010,folk/country,7.1,0
14446,"fables of the reconstruction [deluxe edition]",r.e.m.,capitol/irs,2010,1985/2010,rock,8.5,0
14447,scared,"tin man","white denim",2010,2010,electronic,7.7,0
14448,"of seismic consequence",yakuza,"profound lore",2010,2010,jazz/metal,7.7,0
14449,"love king",the-dream,"def jam",2010,2010,pop/r&b/rap,8.6,1
14450,"man forever","man forever","st. ives",2010,2010,experimental,7.4,0
14451,"fabulous diamonds ii","fabulous diamonds",siltbreeze,2010,2010,,7.4,0
14452,infra,"max richter",130701,2010,2010,experimental,8.3,0
14453,"disconnect from desire","school of seven bells",ghostly/vagrant,2010,2010,rock,8.0,0
14454,"light chasers","cloud cult",earthology,2010,2010,experimental/rock,5.4,0
14455,"archives 2003-2006","department of eagles","american dust",2010,2010,experimental/rock,8.1,0
14456,"the long shadow of the paper tiger",mahjongg,k,2010,2010,experimental/rock,6.9,0
14457,learning,"perfume genius",matador,2010,2010,experimental/rock,8.2,0
14458,apparitions,"light pollution",carpark,2010,2010,rock,5.4,0
14459,"the way out","the books","temporary residence",2010,2010,experimental/rock,7.7,0
14460,constellations,"antarctica takes it!",self-released,2010,2010,rock,5.8,0
14461,"move of ten",autechre,warp,2010,2010,electronic,7.6,0
14462,"lazers never die ep","major lazer","mad decent",2010,2010,global/pop/r&b,7.8,0
14463,mines,menomena,barsuk,2010,2010,experimental/rock,8.2,0
14464,libraries,"the love language",merge,2010,2010,rock,7.1,0
14465,"contoured heat","mass shivers","licking river",2010,2010,,5.9,0
14466,flaws,"bombay bicycle club",island,2010,2010,rock,4.0,0
14467,"beyond the valley of ultrahits","richard youngs",jagjaguwar,2010,2010,experimental/rock,7.8,0
14468,"kicking at the perfumed air","jay bennett",self-released,2010,2010,rock,6.8,0
14469,"made the harbor","mountain man","bella union/partisan",2010,2010,folk/country/metal/rock,7.7,0
14470,"butterfly house","the coral",deltasonic,2010,2010,electronic/rock,5.8,0
14471,"blue giant","blue giant",vanguard,2010,2010,,5.9,0
14472,"crazy for you","best coast","mexican summer",2010,2010,rock,8.4,1
14473,"dual identity","dual identity","clean feed",2010,2010,jazz,7.9,0
14474,"pilot talk",curren$y,bluroc/dd172/roc-a-fella,2010,2010,rap,8.4,1
14475,"neu! box set",neu!,grnland,2010,2010,,7.0,0
14476,"welcome home/diggin' the universe","various artists",woodsist,2010,2010,,7.0,0
14477,"the runaway","the magic numbers",heavenly,2010,2010,rock,4.8,0
14478,"record: the best of zero 7","zero 7","warner bros.",2010,2010,electronic,4.0,0
14479,"come hell or high water","the flowers of hell",benbecula,2010,2010,experimental/rock,6.9,0
14480,"on patrol","sun araw","not not fun",2010,2010,experimental,8.1,0
14481,"somewhere on the golden coast","the henry clay people",tbd,2010,2010,rock,5.2,0
14482,"teflon don","rick ross",maybach,2010,2010,rap,8.0,0
14483,"again and again","thieves like us",shelflife,2010,2010,electronic/rock,5.0,0
14484,fortress,"miniature tigers","modern art",2010,2010,electronic/rock,6.4,0
14485,"dealing in antiques","cats on fire",matinee,2010,2010,rock,6.5,0
14486,"that's how we burn",jaill,"sub pop",2010,2010,electronic/experimental/pop/r&b,6.5,0
14487,"pestilence & joy",peeesseye,"evolving ear",2010,2010,,7.5,0
14488,"united nations of sound","richard ashcroft",parlophone,2010,2010,rock,3.2,0
14489,"the terror of cosmic loneliness","tony da gatorra vs. gruff rhys",turnstile,2010,2010,,5.6,0
14490,"villa manifesto","slum village",e1,2010,2010,rap,7.1,0
14491,xxx,"jimmy edgar",!k7,2010,2010,electronic,4.4,0
14492,drifts,cfcf,"paper bag",2010,2010,electronic,6.8,0
14493,"fields within fields","heavy winged","three lobed",2010,2010,experimental/rock,7.2,0
14494,"the low hanging fruit","the wailing wall",jdub,2010,2010,rock,6.2,0
14495,"hunting my dress","jesca hoop",vanguard,2010,2010,folk/country/pop/r&b,6.9,0
14496,"pink graffiti","secret cities","western vinyl",2010,2010,rock,6.6,0
14497,"gold on gold",clubfeet,"plant music",2010,2010,electronic/pop/r&b,7.7,0
14498,weareallgoingtoburninhell-megamixxx3,el-p,"gold dust media",2010,2010,rap,7.6,0
14499,"str8 killa ep","freddie gibbs",decon,2010,2010,rap,8.0,0
14500,k-x-p,k-x-p,"smalltown supersound",2010,2010,electronic,7.8,0
14501,"shannon stephens","shannon stephens","asthmatic kitty",2010,2010,folk/country/rock,6.0,0
14502,"cloud seed","vex'd","planet ",2010,2010,electronic,7.8,0
14503,"tiger flower circle sun","christopher willits",ghostly,2010,2010,electronic/experimental/rock,6.9,0
14504,"where the messengers meet","mt. st. helens vietnam band","dead oceans",2010,2010,rock,3.3,0
14505,"moses on a snail","robert pollard","guided by voices, inc.",2010,2010,rock,4.9,0
14506,"let me shine for you","various artists","tri angle",2010,2010,,7.6,0
14507,"mind altar ep",deastro,ghostly,2010,2010,electronic/rock,6.9,0
14508,"the singles, vol. 9: 1973-1975","james brown","hip-o select",2010,2010,rock,7.7,0
14509,"angel echoes remix","four tet",domino,2010,2010,electronic,7.6,0
14510,"are you my mother?","kathryn calder","file under: music",2010,2010,rock,6.2,0
14511,"candle to your eyes","shapes and sizes","asthmatic kitty",2010,2010,rock,7.1,0
14512,"all the waters of the earth turn to blood","the body","at a loss",2010,2010,metal,8.5,0
14513,"jungle music: mixed with love: essential & unreleased remixes 1976-1986","walter gibbons",strut,2010,2010,,8.5,1
14514,"seu jorge & almaz","seu jorge & almaz","now again",2010,2010,,7.0,0
14515,"rated r [deluxe edition]","queens of the stone age",interscope,2010,2010,metal/rock,8.6,1
14516,"the suburbs","arcade fire",merge,2010,2010,rock,8.6,1
14517,"spur of the moments",spur,"drag city",2010,2010,electronic/rock,7.0,0
14518,"hidden lands","candy claws",twosyllable,2010,2010,pop/r&b,7.9,0
14519,"outside the box",skream,tempa,2010,2010,electronic,7.9,0
14520,"on the ones and threes",versus,merge,2010,2010,rock,6.3,0
14521,"alive as you are","darker my love",dangerbird,2010,2010,experimental/rock,5.8,0
14522,"all's well that ends ep","los campesinos!","arts & crafts/wichita",2010,2010,rock,7.6,0
14523,"maximum balloon","maximum balloon",dgc/interscope,2010,2010,electronic/rock,7.9,0
14524,"jane birkin et serge gainsbourg","serge gainsbourg, jane birkin","light in the attic",2010,2010,pop/r&b,8.8,1
14525,"am i real? ep","nite jewel",gloriette,2010,2010,electronic/rock,6.2,0
14526,sugar,"dead confederate","old flame",2010,2010,rock,4.9,0
14527,puutarhatrilogia,regina,"friendly fire/pyramid",2010,2010,rock,7.6,0
14528,"beachcomber's windowsill",stornoway,4ad,2010,2010,rock,6.8,0
14529,"#zero with a bullet","david dondero","team love",2010,2010,rock,6.8,0
14530,"house with a curse",coliseum,"temporary residence",2010,2010,rock,6.7,0
14531,"four more years ep","teen daze","arcade sound",2010,2010,rock,7.1,0
14532,"shangaan electro: new wave dance music from south africa","various artists","honest jon's",2010,2010,,8.3,0
14533,"black city","matthew dear",ghostly,2010,2010,electronic/rock,8.4,1
14534,"all is falling","james blackshaw","young god",2010,2010,folk/country,7.8,0
14535,"the budos band iii","the budos band",daptone,2010,2010,global/pop/r&b,7.6,0
14536,"laugh tracks ","tim cohen","captured tracks",2010,2010,pop/r&b,7.3,0
14537,"root for ruin","les savy fav",frenchkiss,2010,2010,rock,7.2,0
14538,"proximity one: narrative of a city","various artists",proximal,2010,2010,,6.5,0
14539,hawk,"isobel campbell & mark lanegan",v2/vanguard,2010,2010,folk/country,7.5,0
14540,"transit transit",autolux,tbd,2010,2010,rock,5.4,0
14541,kaleide,"sky larkin",wichita,2010,2010,rock,6.8,0
14542,"trill o.g.","bun b",rap-a-lot,2010,2010,rap,5.0,0
14543,"the cradle","colour revolt",dualtone,2010,2010,rock,4.4,0
14544,"failing lights","failing lights",intransitive,2010,2010,experimental/rock,7.2,0
14545,"full house head","endless boogie","no quarter",2010,2010,,4.6,0
14546,consolamentum,"richard a. ingram","white box",2010,2010,rock,7.2,0
14547,"catching a tiger",lissie,"fat possum",2010,2010,pop/r&b,5.4,0
14548,"see birds ep","balam acab","tri angle",2010,2010,electronic/rock,8.0,0
14549,"warp riders","the sword",kemado,2010,2010,metal/rock,5.2,0
14550,"natural selections","brad laner",hometapes,2010,2010,rock,7.3,0
14551,"church with no magic",pvt,warp,2010,2010,electronic,7.1,0
14552,"high and dry","chris corsano band","hot cars warp",2010,2010,,6.9,0
14553,"boy ep","young man",frenchkiss,2010,2010,rock,5.2,0
14554,"let it sway","someone still loves you boris yeltsin",polyvinyl,2010,2010,rock,6.8,0
14555,"cloak and cipher","land of talk","saddle creek",2010,2010,rock,6.9,0
14556,"berghain 04","ben klock","ostgut ton",2010,2010,electronic,7.4,0
14557,"house of tongues","elk city","friendly fire",2010,2010,rock,4.8,0
14558,"atalanta (acts of god) volume ii","robert ashley",lovely,2010,2010,experimental/rock,7.9,0
14559,"tima formosa","oren ambarchi | keiji haino | jim o'rourke","black truffle",2010,2010,,7.3,0
14560,"my name is hannibal","hannibal buress","stand up!",2010,2010,,8.0,0
14561,"royal toast","the claudia quintet",cuneiform,2010,2010,,7.1,0
14562,melvins/isis,"isis, melvins","hydra head",2010,2010,metal/rock,6.0,0
14563,"gambling with god","magneta lane","last gang",2010,2010,rock,6.8,0
14564,"sad sour future","the poison control center",afternoon,2010,2010,rock,7.4,0
14565,"more about nothing",wale,self-released,2010,2010,rap,6.5,0
14566,"the week never starts round here [deluxe edition]","arab strap","chemikal underground",2010,2010,rock,6.8,0
14567,"pope killdragon","strand of oaks",emusic,2010,2010,folk/country,8.1,0
14568,knoxville,"fennesz daniell buck","thrill jockey",2010,2010,experimental,8.0,0
14569,"all we grow","s. carey",jagjaguwar,2010,2010,rock,7.5,0
14570,"strange weather, isn't it?",!!!,warp,2010,2010,rock,6.9,0
14571,"1,000 grams vol. 1",jeezy,cte,2010,2010,rap,4.2,0
14572,"sand & lines: the georgia theatre sessions, may 20th24th 2008","venice is sinking","one percent press",2010,2010,rock,7.2,0
14573,"special moves",mogwai,"rock action",2010,2010,rock,8.2,0
14574,"the orchard","ra ra riot",barsuk,2010,2010,rock,5.7,0
14575,"year one","the jon spencer blues explosion","majordomo/shout! factory",2010,2010,rock,7.1,0
14576,"modern rituals",chief,domino,2010,2010,rock,5.2,0
14577,"scott pilgrim vs. the world ost","various artists",abkco,2010,2010,,6.7,0
14578,"keraaminen p",islaja,fonal,2010,2010,experimental/rock,6.6,0
14579,"thank you for your love ep","antony and the johnsons","rough trade/secretly canadian",2010,2010,rock,7.5,0
14580,"dj /rupture presents ciafrica",ciafrica,"dutty artz",2010,2010,,6.4,0
14581,"without why","rose elinor dougall",scarlett,2010,2010,pop/r&b/rock,7.6,0
14582,"total 11","various artists",kompakt,2010,2010,,6.2,0
14583,"nothing else",lorn,brainfeeder,2010,2010,electronic,7.5,0
14584,"the electronic anthology project","the electronic anthology project",self-released,2010,2010,,6.4,0
14585,"that mystic ep",kingdom,"night slugs",2010,2010,electronic/pop/r&b,7.9,0
14586,"the waves",tamaryn,"mexican summer",2010,2010,rock,7.6,0
14587,"the capitol years: 1995-2007","the dandy warhols",capitol,2010,2010,electronic/rock,5.0,0
14588,"jesu: pale sketches demixed","pale sketcher",ghostly,2010,2010,electronic,6.5,0
14589,"hood pass intact ep",dm-funk,"stones throw",2010,2010,pop/r&b,7.4,0
14590,disko,drivan,"smalltown supersound",2010,2010,electronic,5.3,0
14591,barbara,"we are scientists",pias,2010,2010,electronic/rock,3.8,0
14592,o,oval,"thrill jockey",2010,2010,electronic/experimental,6.8,0
14593,ullakkopalo,"kemialliset ystvt",fonal,2010,2010,experimental/rock,7.6,0
14594,"jewelry selection","gucci mane",self-released,2010,2010,rap,8.2,0
14595,"past time","grass widow","kill rock stars",2010,2010,experimental/pop/r&b,6.7,0
14596,"the metallic year",imbogodom,"thrill jockey",2010,2010,rock,6.3,0
14597,"surfing the void",klaxons,polydor,2010,2010,electronic/rock,7.2,0
14598,"i'm having fun now","jenny and johnny","warner bros.",2010,2010,rock,6.7,0
14600,minotaur,"the clientele",merge,2010,2010,rock,6.5,0
14601,"afro-beat airways: west african shock waves, ghana & togo 1972-1978","various artists","analog africa",2010,2010,,8.2,0
14602,familial,"philip selway",nonesuch,2010,2010,rock,4.9,0
14603,"no ghost","the acorn","bella union/paper bag",2010,2010,rock,6.3,0
14604,"skit i allt",dungen,"mexican summer/subliminal sounds",2010,2010,rock,6.8,0
14605,lisbon,"the walkmen","fat possum",2010,2010,rock,8.6,1
14606,"the soft wave",arp,"smalltown supersound",2010,2010,electronic,7.9,0
14607,"alibi coast","sebastian blanck","rare book room",2010,2010,pop/r&b,7.0,0
14608,"machines hate me","mr. dibiase","alpha pup",2010,2010,electronic,5.8,0
14609,"penny sparkle","blonde redhead",4ad,2010,2010,rock,4.0,0
14610,"fin eaves","cloudland canyon","holy mountain",2010,2010,experimental/rock,6.7,0
14611,"man alive","everything everything",geffen,2010,2010,electronic/pop/r&b/rock,3.8,0
14612,"songs for singles",torche,"hydra head",2010,2010,metal,7.4,0
14613,"live at roadburn 2007",neurosis,neurot,2010,2010,metal,6.5,0
14614,"we can't fly",aeroplane,pias,2010,2010,electronic/pop/r&b,4.4,0
14615,"personal life","the thermals","kill rock stars",2010,2010,rock,6.7,0
14616,"we have remixes ep","hot chip",astralwerks,2010,2010,electronic,7.7,0
14617,kilimanjaro,superpitcher,kompakt,2010,2010,electronic,7.8,0
14618,"all delighted people ep","sufjan stevens","asthmatic kitty",2010,2010,folk/country,7.6,0
14619,"album of the year","black milk","decon/fat beats",2010,2010,pop/r&b/rap,7.5,0
14620,"wilderness heart","black mountain",jagjaguwar,2010,2010,rock,7.4,0
14621,"the last call","playboy tre",self-released,2010,2010,rap,7.8,0
14622,"grinderman 2",grinderman,anti-,2010,2010,electronic/rock,8.1,0
14623,"bitches brew [legacy edition]","miles davis",sony,2010,1970/2010,jazz,9.5,1
14624,senior,ryksopp,"wall of sound",2010,2010,electronic/pop/r&b,6.0,0
14625,"body talk pt. 2",robyn,cherrytree/interscope/konichiwa,2010,2010,pop/r&b,8.0,0
14626,"tomorrow morning",eels,"e works",2010,2010,electronic/rock,3.6,0
14627,fission,"film school","hi-speed soul",2010,2010,experimental/rock,6.3,0
14628,"moon deluxe","andrew cedermark","underwater peoples",2010,2010,rock,8.2,0
14629,"expektoration live","mf doom","gold dust media",2010,2010,rap,6.0,0
14630,"this alone above all else in spite of everything","boduf songs",kranky,2010,2010,folk/country,7.2,0
14631,"the vaselines: sex with an x","the vaselines","sub pop",2010,2010,experimental/rock,6.9,0
14632,"jojo burger tempest","working for a nuclear free city",melodic,2010,2010,rock,7.7,0
14633,"on the bright side",sistol,"halo cyan/phthalo",2010,2010,,6.5,0
14634,"frankie rose and the outs","frankie rose and the outs",slumberland,2010,2010,rock,7.4,0
14635,7am,"teengirl fantasy","merok/true panther",2010,2010,electronic/rock,7.2,0
14636,memphis,"magic kids","true panther",2010,2010,experimental/pop/r&b,6.1,0
14637,"pop negro","el guincho","young turks",2010,2010,electronic,6.1,0
14638,"lights from paradise","quest for fire","tee pee",2010,2010,metal/rock,7.3,0
14639,"sometimes the blues is just a passing bird ep","the tallest man on earth","dead oceans",2010,2010,folk/country,7.8,0
14640,"false priest","of montreal",polyvinyl,2010,2010,rock,6.7,0
14641,interpol,interpol,matador,2010,2010,rock,4.6,0
14642,"majesty shredding",superchunk,merge,2010,2010,experimental/rock,8.0,0
14643,"pattern + grid world ep","flying lotus",warp,2010,2010,electronic,8.0,0
14644,am/fm,exile,"plug research",2010,2010,folk/country/pop/r&b/rap,5.6,0
14645,"sleep forever",crocodiles,"fat possum",2010,2010,rock,6.8,0
14646,faults,seefeel,warp,2010,2010,electronic/rock,6.4,0
14647,crush,"abe vigoda","bella union/post present medium",2010,2010,experimental/rock,7.8,0
14648,"one club","matthew herbert",accidental,2010,2010,electronic,7.2,0
14649,"business casual",chromeo,atlantic,2010,2010,electronic/rock,6.9,0
14650,tidelands,"the moondoggies","hardly art",2010,2010,rock,5.3,0
14651,"my father will guide me up a rope to the sky",swans,"young god",2010,2010,rock,7.7,0
14652,hurley,weezer,epitaph,2010,2010,rock,5.0,0
14653,"beast rest forth mouth remixed","bear in heaven",hometapes,2010,2010,rock,6.1,0
14654,"old punch card","sam prekop","thrill jockey",2010,2010,electronic,7.6,0
14655,barking,underworld,"cooking vinyl",2010,2010,electronic,5.9,0
14656,"our cubehouse still rocks","boston spaceships",rockathon,2010,2010,rock,7.4,0
14657,"the traveller",shed,"ostgut ton",2010,2010,electronic,7.7,0
14658,"heretofore ep",megafaun,hometapes,2010,2010,rock,7.7,0
14659,"the princess is here",ciara,self-released,2010,2010,pop/r&b,5.5,0
14660,"the trip","laetitia sadier","drag city",2010,2010,experimental/rock,8.2,0
14661,"in live concert at the royal albert hall",opeth,roadrunner,2010,2010,metal,6.3,0
14662,"sit down, man","das racist",,2010,2010,rap,8.7,1
14663,"return ii space","digital mystikz",dmz,2010,2010,electronic,7.5,0
14664,"to all my friends, blood makes the blade holy: the atmosphere eps",atmosphere,rhymesayers,2010,2010,rap,7.3,0
14665,"postcards from a young man","manic street preachers",columbia,2010,2010,rock,7.5,0
14666,"you are not alone","mavis staples",anti-,2010,2010,pop/r&b,8.2,0
14667,"elf power","elf power","orange twin",2010,2010,experimental/rock,5.6,0
14668,fields,junip,"city slang/mute",2010,2010,rock,7.5,0
14669,"phosphene dream","the black angels","blue horizon",2010,2010,electronic/rock,7.2,0
14670,"the hundred in the hands","the hundred in the hands",warp,2010,2010,electronic/rock,4.3,0
14671,"singing ax","j. tillman","western vinyl",2010,2010,rock,7.4,0
14672,"ninja tune xx: 20 years of beats and pieces","various artists","ninja tune",2010,2010,,7.0,0
14673,"help me name melody","weird weeds",autobus,2010,2010,,7.6,0
14674,"ooooo ep",ooooo,"tri angle",2010,2010,electronic/rock,7.2,0
14675,forget,"twin shadow",4ad/terrible,2010,2010,rock,8.4,1
14676,"drawing down the moon","azure ray","saddle creek",2010,2010,rock,6.5,0
14677,"mixed race",tricky,domino,2010,2010,electronic,5.0,0
14678,"love remains","how to dress well",lefse,2010,2010,electronic/pop/r&b,8.7,1
14679,"from the cradle to the rave","shit robot",dfa,2010,2010,electronic,7.1,0
14680,eskmo,eskmo,"ninja tune",2010,2010,electronic,4.8,0
14681,"halcyon digest",deerhunter,4ad,2010,2010,rock,9.2,1
14682,"blood under the bridge","bottomless pit","comedy minus one",2010,2010,rock,7.4,0
14683,"safehouses ep",pariah,r&s,2010,2010,metal,8.2,0
14684,"le noise","neil young",reprise,2010,2010,rock,7.6,0
14685,"the game of monogamy","tim kasher","saddle creek",2010,2010,rock,6.6,0
14686,tsol,shad,"black box/decon",2010,2010,pop/r&b/rap,7.2,0
14687,"station to station [deluxe edition]","david bowie",virgin,2010,2010,rock,9.5,1
14688,"everything in between","no age","sub pop",2010,2010,rock,8.8,1
14689,males,"the intelligence","in the red",2010,2010,electronic/rock,7.3,0
14690,epic,"sharon van etten","ba da bing!",2010,2010,rock,7.8,0
14691,bubblegum,clinic,domino,2010,2010,electronic/experimental/rock,6.7,0
14692,"metallic spheres","the orb, david gilmour",columbia,2010,2010,electronic/rock,7.0,0
14693,north,darkstar,hyperdub,2010,2010,electronic,6.6,0
14694,"public strain",women,jagjaguwar,2010,2010,experimental/rock,8.0,0
14695,"good things","aloe blacc","stones throw",2010,2010,rap/rock,6.7,0
14696,"klavierwerke ep","james blake",r&s,2010,2010,pop/r&b,8.1,0
14697,riposte,"buke and gass",brassland,2010,2010,,6.8,0
14698,"home sweet mobile home","nellie mckay",verve,2010,2010,rock,5.7,0
14699,"losing sleep","edwyn collins",heavenly,2010,2010,rock,7.0,0
14700,"1,000 years","corin tucker band","kill rock stars",2010,2010,rock,6.5,0
14701,"blue water white death","blue water white death",graveface,2010,2010,experimental,5.8,0
14702,solo,"vijay iyer","act music + vision",2010,2010,jazz,7.7,0
14703,ring,glasser,"true panther",2010,2010,electronic/rock,8.0,0
14704,"the caliph's tea party",gonjasufi,warp,2010,2010,rock,6.2,0
14705,"marnie stern","marnie stern","kill rock stars",2010,2010,experimental/rock,7.9,0
14706,telephantasm,soundgarden,a&m,2010,2010,rock,5.0,0
14707,"sailors with wax wings","sailors with wax wings","angel oven",2010,2010,rock,6.0,0
